tweet,class,words,polarity,emotion
 las emociones negativas solo háganos saber que hay algo en nuestra vida que no se expresa al más alto nivel,Non-depressed,20,neutral,others
" suscríbase hoy y obtenga todos los nuevos principios diarios, despierte la función de alarma de voz de Iyanlas y más",Non-depressed,20,neutral,others
 no puedes dar lo que no tienes date a ti mismo primero,Non-depressed,12,neutral,others
" coraje no solo significa ser capaz de hacer algo nuevo, también significa dar un paso para ser alguien nuevo",Non-depressed,19,neutral,others
 Seré un guerrero espiritual. Seré responsable de lo que creo. Elijo creer en la verdad.,Non-depressed,15,neutral,others
 haz que reflejes la bondad el poder la alegría la plenitud y la plenitud de lo divino,Non-depressed,17,positive,joy
 cuando no vivimos por miedo a morir morimos sin haber tenido nunca vida,Non-depressed,13,negative,sadness
 qué amable has sido hoy le has dicho a alguien que te amo has hecho esto por ti mismo,Non-depressed,19,neutral,others
" muchos de nosotros tenemos miedo de morir, no logramos vivir, sé realmente vivo cuando te escondes de la experiencia que puede lastimarte.",Non-depressed,22,negative,sadness
 lección cuando respondes una pregunta con una pregunta la mayoría de las veces llamas a la puerta de algo que no quieres visitar,Non-depressed,23,neutral,others
 lección cuando el colapso esté en ti se verá como se siente como sonará como olerá y pensarás que son todos los demás,Non-depressed,23,neutral,others
 lección no puedes pensar en cómo te sientes tienes que sentirlo el corazón no mienta la cabeza hacer,Non-depressed,18,neutral,others
 saluden queridos bienvenidos al final de la serie de arreglar mi vida gracias por sintonizar esta noche y por las últimas siete temporadas,Non-depressed,23,positive,joy
 ven a continuación en el estreno de la temporada de arreglar mi vida,Non-depressed,13,neutral,others
 obtén un poderoso entrenador diario en iyanlas para calmar la voz con la nueva actualización de la aplicación despertar,Non-depressed,19,neutral,others
 si puedes enfrentarlo puedes curarlo no te pierdas el episodio final de start tonight at 98c,Non-depressed,16,neutral,others
 en honor a la temporada final de premier esta noche aquí hay algunos de mis tiktoks favoritos un hilo,Non-depressed,19,neutral,joy
 Le agradezco que me haya invitado a hablar sobre el trabajo que hemos realizado al comenzar la última temporada.,Non-depressed,19,positive,joy
"prepárense, amados, regresen para los episodios finales esta noche a las 98c ",Non-depressed,12,neutral,others
 Estoy agradecido por invitarme a discutir mientras nos preparamos para la temporada final.,Non-depressed,13,positive,joy
 en medio de un desafío nuestro ojo se abre nuestra mente sopla a un nuevo nivel de conciencia,Non-depressed,18,neutral,others
 llorar purificar y limpiar hay 38 químicos tóxicos en una lágrima de tristeza mientras que solo existe una toxina en una lágrima de alegría,Non-depressed,24,negative,sadness
" Ninguna tormenta, ni siquiera la de tu vida, puede durar para siempre, la tormenta acaba de pasar.",Non-depressed,17,negative,others
" ve lo bueno de todos y en todos, incluso cuando cometen errores, sientes que no deberían cometerlos",Non-depressed,17,negative,others
 Será un placer hablar esta mañana sobre la temporada final y encontrar la felicidad y el perdón.,Non-depressed,17,positive,joy
 ten en cuenta que los problemas pasan para no quedarte no te preocupes,Non-depressed,13,neutral,others
sólo por hoy ríete ante la adversidad deja de tratar de averiguar qué hacer y deja tus problemas en manos de un poder superior,Non-depressed,24,neutral,others
 guía diaria principios espirituales para vivir tu mejor vida aplicación de despertar nuevo contenido ahora disponible,Non-depressed,16,positive,others
 no puedes corregir un error cometiendo otro error dos errores nunca hacer un acierto,Non-depressed,14,neutral,others
" No importa lo que tengamos, siempre habrá más que suficiente para todos.",Non-depressed,12,positive,others
" cuando alguien te hace daño, parece natural que tú le hagas lo mismo bien mal",Non-depressed,15,negative,sadness
 la forma más rápida de bloquear tu entrada de bien es envidiar a otra persona por lo que tiene,Non-depressed,19,neutral,others
" si podemos mirar más allá de hoy, sus desafíos y obstáculos, podemos crear un mañana mejor si podemos verlo, debe llegar a ser",Non-depressed,23,neutral,others
 suscríbase hoy y obtenga todos los nuevos principios diarios despierte iyanlas función de alarma de voz y más,Non-depressed,18,neutral,others
 tu interés te guiará no te preocupes por lo que dicen que no puedes hacer estar dispuesto a aceptar el desafío,Non-depressed,21,positive,others
" cuando usamos la percepción positiva para interpretar lo que vemos, evitamos caer presas del pesimismo",Non-depressed,15,neutral,others
 cuando descubras que estás experimentando soledad abre tu corazón pide al espíritu de lo divino que te llene de amor,Non-depressed,20,neutral,others
 nunca nos sentimos solos por una persona o cosa buscamos una experiencia que creemos que no podemos tener,Non-depressed,18,neutral,others
 obtén un poderoso entrenador diario en iyanlas para calmar la voz con la nueva actualización de la aplicación despertar,Non-depressed,19,neutral,others
 no hay nada que necesites hacer para volverte más agradable a Dios,Non-depressed,12,positive,others
 si por casualidad nadie te ha dicho que te ama hoy seria un honor ser el primero en decir te amo hoy,Non-depressed,22,positive,others
 prepárate el estreno de la temporada será solo una semana a partir de esta noche,Non-depressed,15,neutral,others
 podrías haber hecho las cosas de una mejor manera tendrás la oportunidad de tomar mejores decisiones la próxima vez,Non-depressed,19,neutral,others
" independientemente de dónde se encuentre o cuál sea su experiencia actual, siempre habrá más",Non-depressed,14,neutral,others
 para eliminar la culpa debes reconocer lo que tienes que hacer cuando sea posible debes enmendarlo y luego dejarlo ir,Non-depressed,20,neutral,others
 tus pensamientos se convierten en la experiencia que vives libera el viejo patrón de pensamiento despeja el camino para un nuevo patrón de vida,Non-depressed,24,positive,others
 invierta en suscríbase hoy y obtenga los principios vip diarios despierte con la función de alarma iyanla y amplíe más contenido nuevo,Non-depressed,22,neutral,others
 en el corazón de cada experiencia cada situación cada circunstancia hay una verdad invisible,Non-depressed,14,positive,others
haya poder divino en nuestro hueso que fluya con mayor eficacia cuando el tejido y el músculo que los rodea estén afinados,Non-depressed,22,neutral,others
 si buscas pareja ten por seguro que habrá alguien en algún lugar que se levante ahora mismo a buscarte,Non-depressed,19,neutral,others
ahora puedes renunciar a cualquier creencia neurótica y actividades asociadas con la perfección dios te ama y acepta tal como eres,Non-depressed,21,neutral,others
 si te tomas un momento para despejar tu mente abre tu corazón y escucha la voz sagrada que te guía tendrás un buen día,Non-depressed,24,positive,others
 guía diaria principios espirituales para vivir tu mejor vida aplicación de despertar nuevo contenido ahora disponible,Non-depressed,16,positive,others
 hable con su cerebro hable con su corazón tenga buenos pensamientos sin importar lo que hable la condición en su vida en ser,Non-depressed,23,positive,others
mirar hacia adelante en lugar de hacia atrás estar abierto y receptivo a la simple bendición,Non-depressed,16,positive,others
 Debes poner un punto al final de una experiencia. Debes cerrarla y experimentar cuando termine.,Non-depressed,15,neutral,others
 no tienes que saber cómo hacer las cosas perfectamente la primera vez todo lo que necesitas saber es que harás lo mejor que puedas,Non-depressed,24,neutral,others
 confía en lo que sientes cuando aprendes a confiar en lo que sientes el sentimiento se vuelve más claro y la confianza crece,Non-depressed,23,positive,joy
 a menudo el dolor es el resultado de la falta de reconocimiento de algo que te estrella en la cara,Non-depressed,20,negative,sadness
" cuando no puedas descifrar cómo sacarle sentido a las tonterías, deja de intentarlo, solo sigue respirando, tarde o temprano se aclarará.",Non-depressed,21,neutral,others
" cuando sientes dolor, debes asumir la responsabilidad de eliminar tu propio dolor",Non-depressed,12,negative,others
" confíe en que incluso cuando el resultado que desea no aparezca de inmediato, eventualmente aparecerá",Non-depressed,15,neutral,others
" Mientras no aceptes la realidad, serás impotente para definir el papel que jugarás.",Non-depressed,13,negative,others
 comience cada día véalo de la manera que le gustaría que fuera véase a sí mismo manejar cada responsabilidad de manera pacífica y efectiva,Non-depressed,24,neutral,others
 lo divino solo nos pide que tengamos la voluntad de hacer lo que sea necesario para pasar a nuestro propio estado de divinidad,Non-depressed,23,positive,others
 cuando no dices la verdad sobre lo que sientes lo que sabes o quien eres la mentira controla tu vida,Non-depressed,20,negative,others
 invierta en suscríbase hoy y obtenga los principios vip diarios despierte con la función de alarma iyanla y amplíe más contenido nuevo,Non-depressed,22,neutral,others
 el deseo de hacer cualquier cosa ser divino las ideas que recibes ser ideas de dios para ti,Non-depressed,18,positive,others
 hacer lo que quieras hacer contigo y para ti durante veinticuatro horas puede ser una experiencia extraordinariamente alucinante,Non-depressed,18,positive,joy
" cuando emprendes cualquier esfuerzo albergas la creencia de que no eres digno, no podrás seguir adelante",Non-depressed,16,positive,joy
 durante las próximas veinticuatro horas vivirás totalmente para ti mismo durante un día entero complementarte animarte a ti mismo,Non-depressed,19,positive,others
 en tiempos difíciles en lugar de preguntar por qué preguntar cómo puedo usar esto para mi propio crecimiento,Non-depressed,18,neutral,others
 estar abierto a aprender más sobre ti aceptar más sobre ti mismo inspirarte para hacer algo nuevo,Non-depressed,17,positive,joy
 tienes el poder de remodelar y redefinir cualquier experiencia sin importar cuán devastadora parezca,Non-depressed,14,neutral,sadness
 cambiar tu vida no siempre significa que dejes de hacer ciertas cosas puede significar que empieces a hacer otras cosas,Non-depressed,20,neutral,others
 guía diaria principios espirituales para vivir tu mejor vida aplicación de despertar nuevo contenido ahora disponible,Non-depressed,16,positive,others
 desafío difícil días malos momentos de confusión estas cosas suceden para mantenernos alerta nos hacen más fuertes para seguir adelante,Non-depressed,20,positive,others
 la verdad debe ser dicha de una manera que pueda ser escuchada la verdad debe provenir de un lugar de compasión y preocupación,Non-depressed,23,neutral,others
 nuevas meditaciones de materia mental para calmar y sanar la mente por iyanla vanzant,Non-depressed,14,neutral,others
 el proceso de la vida siempre te guiará te empujará te preparará para la siguiente parte del proceso,Non-depressed,18,positive,others
" si quieres asegurarte de que las personas te escuchen cuando hables de situaciones difíciles o incómodas, háblales desde el corazón",Non-depressed,20,neutral,others
 la flexibilidad sea un reflejo de su voluntad de hacer lo que se debe hacer sin apego a cómo se hace,Non-depressed,21,neutral,others
 Afirmo hoy que me dedico a crear y pedir lo que verdaderamente deseo experimentar en la vida.,Non-depressed,17,positive,others
" suscríbase hoy y obtenga todos los nuevos principios diarios, despierte la función de alarma de voz de Iyanlas y más",Non-depressed,20,neutral,others
 la vida sea siempre escucha la petición silenciosa de tu corazón y mente,Non-depressed,13,neutral,others
"Estar quieto cerrado, qué bendición es tener la capacidad de detenerse y ganar fuerza antes de seguir adelante.",Non-depressed,18,positive,others
" para servir a los demás, apoyar a los demás, primero debes ser capaz de servir, apoyar y darte a ti mismo.",Non-depressed,21,positive,others
 pausa ser algo bueno todo tiene que detenerse en algún momento para continuar,Non-depressed,13,neutral,others
 no puedes ser útil a ti mismo a los demás o a dios si te haces un trapo,Non-depressed,18,positive,others
"mientras te aferres a lo que tienes, lo que deseas no puede entrar",Non-depressed,13,positive,others
 valdrá la pena aguantar la rutina defender tu posición promover tu opinión hacerte sentir mejor,Non-depressed,15,positive,others
" Cuando luches para conseguir lo que quieres, deja caer tu mano a tu lado, respira y pregúntate si vale la pena luchar por esto.",Non-depressed,24,neutral,others
" sabes lo suficiente y tienes lo suficiente para ofrecer algo valioso, pase lo que pase",Non-depressed,15,neutral,others
" la luz dentro de ti, alimentada por la fuente, te guiará, te protegerá y te proporcionará todo lo que necesites.",Non-depressed,20,positive,others
" si no puede estar all-in, entonces salga, prepárese para regresar a la temporada final el sábado 10 de abril a las 98 en",Non-depressed,23,neutral,others
" no hay necesidad de que seas una especie de súper ser para estar a la altura de todos los demás, ser realmente suficiente",Non-depressed,23,neutral,others
" tienes poder, sé una fuerza interna, contén dentro y muévete por todo tu ser, permite que el poder del amor brille brillantemente.",Non-depressed,22,positive,joy
Vive tu mejor vida con la nueva actualización de la aplicación Wake.,Non-depressed,12,neutral,others
 recuerda lo horrible que se sintió ser criticado la próxima vez que empieces a criticar a alguien más,Non-depressed,18,negative,others
"la gente seguro recuerda cuando haces algo tonto, no importa, tú eres el que crece y aprende",Non-depressed,17,neutral,others
 cuando la oscuridad venga sobre ti debes aferrarte a la luz tomar un respiro y aferrarte a la luz,Non-depressed,19,neutral,others
" si no estás dispuesto a dejar que tu pareja vea tu celulitis o ahora tu mayor miedo, entonces no estás realmente listo para compartirte",Non-depressed,24,neutral,others
 toda mujer ser partera de las mujeres que vienen detrás de ella ser responsable de ofrecer apoyo a las que vienen detrás de usted,Non-depressed,24,neutral,others
 cuando cuentas tu historia te liberas y le das permiso a otras personas para que reconozcan su propia historia,Non-depressed,19,neutral,others
 cómo tratas a tus amigos sé un reflejo de cómo tratas la vida sé que apoyas y nutres tus amistades,Non-depressed,20,positive,others
 es importante que compartamos nuestra experiencia con otras personas tu historia te sanará a ti y tu historia sanará a alguien más,Non-depressed,22,positive,joy
" cuando grabamos nuestras amistades con negligencia o acciones sin sentido, nos cerramos al apoyo que hace que la vida sea más fácil de soportar",Non-depressed,24,neutral,others
 orar por guía y creer que la hemos recibido alineará nuestra acción con la voluntad divina,Non-depressed,16,positive,others
 la oración y la afirmación son las defensas más fuertes contra la duda siempre obtenemos lo que necesitamos cuando lo necesitamos,Non-depressed,21,neutral,others
 no se puede creer y dudar al mismo tiempo creer ser saber entender y aceptar la verdad,Non-depressed,17,neutral,others
 sigue haciendo lo que debes hacer para mejorar tu vida para mejorar tu estatus para mejorar tu posición,Non-depressed,18,neutral,others
 el miedo se disfraza como la necesidad de estar en otro lugar hacer otra cosa o no necesitar hacer algo,Non-depressed,20,neutral,others
 obtén un poderoso entrenador diario en iyanlas para calmar la voz con la nueva actualización de la aplicación despertar,Non-depressed,19,neutral,others
 no te castigues por lo que puede parecer un error es necesario que recorras ese camino para aprender esas lecciones,Non-depressed,20,neutral,others
 cada experiencia negativa te enseñe algo buenos estudiantes estudian los eventos no las personas,Non-depressed,14,neutral,others
 invierta en suscríbase hoy y obtenga los principios vip diarios despierte con la función de alarma iyanla y amplíe más contenido nuevo,Non-depressed,22,neutral,others
"si sigues entrando y saliendo de la misma relación, es probable que te lastimes",Non-depressed,14,negative,others
 todo lo que recibimos en la vida sea alimento para nuestro crecimiento si comemos del plato debemos dar gracias,Non-depressed,19,positive,joy
 el amor sea el fundamento del universo sea la razón por la que venimos a la vida y la razón de vivir,Non-depressed,22,positive,others
 guía diaria principios espirituales para vivir tu mejor vida aplicación de despertar nuevo contenido ahora disponible,Non-depressed,16,positive,others
 espiritualidad sea la confianza en su universo interno como el vehículo para llevarlo a través del viaje de la vida,Non-depressed,20,neutral,others
" Si nos comprometemos a un solo día de paz, nos sentiremos tan bien que querremos volver a hacerlo.",Non-depressed,18,positive,sadness
 nuevas meditaciones de materia mental para calmar y sanar la mente por iyanla vanzant,Non-depressed,14,neutral,others
" cuando el espíritu me inculca la necesidad de saltar, simplemente pregunto qué tan alto",Non-depressed,14,negative,others
seamos espirituales seamos programa para la paz y el amor demostremos paz en todo lo que decimos y hacemos,Non-depressed,19,positive,others
 permítete liberar toda duda sobre tu habilidad el error del pasado el miedo al futuro,Non-depressed,15,neutral,others
 cuando empieces un nuevo camino equípate de coraje fuerza y convicción lo único que puede detenerte eres tú,Non-depressed,18,neutral,others
 solo por hoy permítete abrazar todo lo que eres en cada momento sabe que eres un recipiente de luz,Non-depressed,19,positive,joy
 a menudo es difícil lograr que otras personas sigan su tren de pensamiento deje de intentarlo sea su tren,Non-depressed,19,negative,others
 cuando nos aferramos a las emociones negativas limitamos nuestras capacidades creativas y dañamos la esencia de nuestro auténtico ser.,Non-depressed,19,negative,sadness
la primavera sea el momento para que despertemos y plantemos podemos plantar la semilla de nuestra visión con nuevas acciones y comportamientos,Non-depressed,22,positive,others
 es nuestra responsabilidad caminar inofensivamente sobre la tierra cada elemento de la tierra brinda apoyo para sanar y evolucionar,Non-depressed,19,positive,others
" suscríbase hoy y obtenga todos los nuevos principios diarios, despierte la función de alarma de voz de Iyanlas y más",Non-depressed,20,neutral,others
 el éxito comienza con una actitud positiva es el activo más valioso que podemos poseer,Non-depressed,15,positive,others
 afirmaciones poderosas y efectivas requieren creer en su conexión espiritual afirmamos nuestro destino a través de nuestra conexión con dios,Non-depressed,20,positive,others
"la clave del éxito no es lo que haces, sino cómo te sientes acerca de lo que haces",Non-depressed,18,positive,others
 hablar conscientemente ser evaluado por la pregunta ser mi palabra amable necesaria y para el mayor bien de todos involucrar,Non-depressed,20,neutral,others
" cuando te enorgulleces, das y compartes en lugar de recibir, hablar y prometer",Non-depressed,13,positive,joy
 cada palabra que pronunciemos sea una oración siempre debemos hablar de una manera que promueva el amor y la armonía,Non-depressed,20,positive,others
Vive tu mejor vida con la nueva actualización de la aplicación Wake.,Non-depressed,12,neutral,others
" si lo que piensas, dices o haces en respuesta a cualquier persona o experiencia no te trae paz, cambia de opinión",Non-depressed,21,positive,others
" en cada situación, independientemente del factor de mitigación, siempre puede cambiar de opinión",Non-depressed,13,neutral,others
" Cuanto menos amorosa se comporte una persona, mayor será su necesidad de amar y sanar.",Non-depressed,15,neutral,others
" Ámate a ti mismo significa que aceptas la responsabilidad de tu propio desarrollo, crecimiento y felicidad.",Non-depressed,16,positive,joy
 la mejor manera de asegurarnos de que tengamos éxito es centrarnos en el resultado centrarnos en dirigir la poderosa energía de la mente,Non-depressed,23,positive,others
" una puerta cerrada no significa que te hayas cortado permanentemente, será un desafío, un obstáculo, una herramienta para usar",Non-depressed,19,neutral,others
 nuevas meditaciones de materia mental para calmar y sanar la mente por iyanla vanzant,Non-depressed,14,neutral,others
 somos capaces de dirigir el resultado de todas y cada una de las situaciones que enfrentamos a través del poder de nuestro pensamiento,Non-depressed,23,neutral,others
no habrá más excusas y razones para no brillar a la luz de la verdad y permanecer en el poder de tu divinidad,Non-depressed,23,positive,others
" a medida que maduramos espiritualmente, buscamos la satisfacción de nuestra necesidad y el sustento mental, emocional y espiritual de nuestra fuente interna",Non-depressed,22,neutral,others
 es posible que te hayas permitido creer que eres mediocre sin sentido promedio o habitual no eres eres divino,Non-depressed,19,neutral,others
 la crítica cuando se ofrece con amor nos abre los ojos al punto ciego y nos hace conscientes de las respuestas inconscientes o habituales,Non-depressed,24,neutral,others
 el crecimiento requiere aprender de la experiencia dolorosa al reconocer el papel que hemos jugado,Non-depressed,15,negative,sadness
 si ha cometido un error hoy reconózcalo si ha cometido uno en el pasado que ha tenido un efecto prolongado admítalo,Non-depressed,21,neutral,others
 cometo un error esta simple declaración ser poderoso reconocimiento de que hay poder espiritual en la debilidad humana,Non-depressed,18,negative,others
" suscríbase hoy y obtenga todos los nuevos principios diarios, despierte la función de alarma de voz de Iyanlas y más",Non-depressed,20,neutral,others
 dedicar tiempo a la devoción ofrecer revelaciones divinas la devoción requiere voluntad apertura y disposición para abrazar la verdad,Non-depressed,19,positive,others
 sin tu sentimiento no sabrías dónde estás en la vida ni sabrías en qué áreas necesitas trabajar,Non-depressed,17,neutral,others
" Nada destruye más rápido la autoestima, la autoaceptación y el amor propio que negar lo que sientes.",Non-depressed,17,neutral,others
 nuevas meditaciones de materia mental para calmar y sanar la mente por iyanla vanzant,Non-depressed,14,neutral,others
 cuando alguien te señale todas las cosas que tienes que ignorar no te enojes tómalo como una oportunidad para sanar,Non-depressed,20,neutral,others
" si llegas a tu punto máximo en la escuela secundaria y también eres gracioso, cecily strong y te resiento",Non-depressed,19,neutral,others
 Me niego a aceptar cookies si quieres saber en qué estado de ánimo estoy hoy.,Non-depressed,15,neutral,others
 Supongo que depende de la secuela del crucero por la jungla revelar dónde esconde todo su peso libre el capitán del barco.,Non-depressed,22,neutral,others
" pregúntale a una tatuadora qué diseño me daría, escucha su insulto pero su brillante idea",Non-depressed,15,positive,others
 siempre compro una almohada para el cuello porque sigo olvidándome de que no funcionan,Non-depressed,14,negative,others
 Agradezco a mis antepasados por huir de la hambruna en Irlanda para poder practicar el ayuno intermitente aquí en América.,Non-depressed,20,neutral,joy
" este es, con mucho, el episodio más estúpido que hemos hecho, gracias por la risa",Non-depressed,15,negative,others
 sea la época perfecta del año para salir y recordar que eres terrible lanzando un frisbee,Non-depressed,16,positive,joy
 deberíamos amenazar a los antivacunas con más videos de nosotros horneando pan de masa fermentada,Non-depressed,15,neutral,others
hablé con una pareja que hace reseñas de haunt house en vivo tengo muchas preguntas,Non-depressed,15,neutral,others
" leo como 3 memes, así que soy un experto en el desarrollo de la situación política de la que todos hablarán",Non-depressed,21,neutral,others
" todos mis problemas son problemas de champán, ya que comencé un negocio fallido de champán",Non-depressed,15,neutral,others
 me gustaría nominar a john wilson para dirigir la próxima película de fast and furious,Non-depressed,15,neutral,others
" seguro que las suscripciones de transmisión son tan caras como el cable, pero también puedes recordar 18 contraseñas diferentes",Non-depressed,19,negative,others
 netflix anuncia su plan para ofrecer videojuegos y ya espero con ansias el método kominsky de assassins creed,Non-depressed,18,neutral,others
" hola, los ángeles, mientras estamos en eso, prohibamos los zapatos abiertos en el interior",Non-depressed,14,neutral,others
 william parece un tipo agradable y normal hasta que admite que está ansioso por cazarme en el bosque y participar de mi carne,Non-depressed,23,neutral,others
" No suelo hablar de política aquí, pero a los atletas olímpicos se les debería permitir tener sexo entre ellos y luego describírnoslo.",Non-depressed,22,neutral,others
 sea un placer hablar con daniel radcliffe sobre harry potter compartir nuestro amor por alan partridge y su truco astuto de podcast,Non-depressed,22,positive,joy
 mucho respeto a quien decida que el uso de la lima de uñas en pedicura no debe llamarse pedofilia,Non-depressed,19,negative,others
" ahora que salí de la noche, voy a comenzar a lanzar comedías de situación hasta ahora, tengo algo con amigos en un lugar",Non-depressed,23,neutral,others
 esta semana hablo con un educador espiritual sobre mi búsqueda de un coctel más masculino,Non-depressed,15,neutral,others
 Me alegro mucho de que un extraño decida no convertirse en arquitecto.,Non-depressed,12,neutral,others
 veces me preocupa que mi asesinato no sea lo suficientemente interesante como para estar en un podcast,Non-depressed,17,neutral,others
" Para tu información, cuando termines tu programa de entrevistas para pasar más tiempo con tú familia, probablemente deberías verificar su disponibilidad primero.",Non-depressed,22,neutral,others
 los ángeles tienen nuevo logo oficial y eslogan la no tenemos cocaína aquí,Non-depressed,13,neutral,others
" brenna afirma ser fan, pero creo que solo viene a mi podcast para llegar ",Non-depressed,14,neutral,others
" solo pase una hora hablando de criptomonedas, lo que significa que oficialmente no tengo un trabajo diario",Non-depressed,17,neutral,others
 solo un recordatorio de que estaré disponible para interpretar al malvado loco en su exitosa película independiente o estudiantil,Non-depressed,19,neutral,others
 Pide interpretarme en una película biográfica de Conan Obrien. Escúchalo declinar cortésmente.,Non-depressed,12,neutral,others
 iré a dejar de beber el día empezaré a sentirme atraído por el tipo de seguros generales,Non-depressed,17,neutral,others
 una semana de ver televisión durante el día me hizo darme cuenta de que maury debería hacer el programa que siempre quise hacer,Non-depressed,23,neutral,others
 novecientos accidentes de alta velocidad en rápido y furioso 9 y ni una bolsa de aire,Non-depressed,16,neutral,others
 Día 3 de desempleo Dormir hasta el mediodía porque me quedo despierto hasta tarde Prometido de 90 días,Non-depressed,18,neutral,others
 si te preguntas cómo me va ahora echa un vistazo al personaje de daniel day lewis al final habrá sangre,Non-depressed,20,neutral,others
 lo miro a los ojos y le digo que lo amo en el episodio de esta semana,Non-depressed,17,positive,joy
 Will Ferrell me hará el honor de decir adiós en mi último programa de nuevo,Non-depressed,15,neutral,others
 pido ser el invitado final en mi programa tbs y por dios todopoderoso que traiga el trueno,Non-depressed,17,positive,others
"  esta noche el final de conan será de gran tamaño, así que asegúrese de que sus dvrs estén configurados para 101115pm en tbs",Non-depressed,23,neutral,others
 Me emociona que mi buen amigo y una de las personas más divertidas pasen por mi penúltimo espectáculo.,Non-depressed,18,positive,joy
después de 26 años por fin descubro qué hace jordan schlansky en mi show,Non-depressed,14,neutral,joy
 así no es como espero que vaya el show de esta noche,Non-depressed,12,positive,others
 Salir del programa 3 antes de que terminemos el formato nocturno y luego me iré a una espiral descendente bien merecida,Non-depressed,21,neutral,others
 tener una charla explosiva con y sobre su codiciado merchandising cigarrillos de jazz y su carne de res con el presidente obama,Non-depressed,22,neutral,others
mi compañía de cohetes no llamará cohete sorpresa porque todos explotarán en el lanzamiento sin excepciones,Non-depressed,16,neutral,others
 en honor a bennifer me gustaría reunirme con mi almohada corporal de hace 17 años,Non-depressed,15,neutral,others
" viviré mi verdad, que será una estrella del pop de 17 años, nombre kapow",Non-depressed,14,neutral,others
" probablemente arruine mi carrera como fan de dj de mohammeds como resultado de esta entrevista, pero al menos descubro mi nombre de dj",Non-depressed,23,neutral,others
 Lo único que sé con certeza sobre cualquier programa que haga en hbomax es que Jean Smart lo protagonizará.,Non-depressed,19,neutral,others
" mientras termino mi programa nocturno, nadie me mantiene humilde como mi héroe de comedia martin short",Non-depressed,16,neutral,others
 kathryn hahn probablemente deba miles de dólares a la república bananera de 5th ave en la ciudad de nueva york descubra por qué,Non-depressed,23,neutral,others
 a veces asqueroso un beso francés siempre asqueroso un beso francés en la mejilla,Non-depressed,14,negative,anger
"Conozca a Jenny, una fanática y abogada de energía que probablemente será inhabilitada después de esta entrevista.",Non-depressed,17,neutral,others
 se un adulto se genial pero a veces extraño llorar hasta que alguien me da de comer,Non-depressed,17,negative,sadness
 no puedes inventar que estas cosas sean la frase más preinternet de la historia,Non-depressed,14,neutral,others
 alguien sugiere que tome una clase privada de yoga que alguien sea mi clase de yoga,Non-depressed,16,neutral,others
los cdc han guardado un silencio inquietante sobre si las personas vacunadas pueden lamer cada joystick ,Non-depressed,16,neutral,others
" la mitad de los EE. UU. debe vacunarse, la otra mitad piensa que 2020 será demasiado divertido",Non-depressed,17,neutral,others
 me voy a dejar tbs porque no toman un receptor abierto en el draft,Non-depressed,14,neutral,others
 no te sientes en la hierba mojada o te va a dar diarrea sera algo real me lo decía mi abuela,Non-depressed,21,negative,others
" Con mi programa nocturno relajado, no puedo evitar pensar en todas las preguntas que desearía haberle hecho a Jon Gosselin.",Non-depressed,20,neutral,others
 lo bueno de mostrarle a un niño disney robin hood por primera vez escucharlos decir oh robinhood como donde compro doge,Non-depressed,21,neutral,others
 lo que más extrañaré de hacer un programa nocturno ser mi vecino todos los días excusa de por qué no miran,Non-depressed,21,negative,sadness
por mi vida no puedo pensar en un buen nombre de pareja para ben y jennifer jenjamin,Non-depressed,17,neutral,others
 y finalmente volveré a hacer lo que hacemos mejor armonizar sintonizar esta noche 1110c,Non-depressed,14,positive,others
" para las personas que piensan que no puedo arreglármelas sin una tarjeta de referencia, digo que volveremos con kevin jam",Non-depressed,20,neutral,others
 tener una discusión apasionada con mi amigo sobre los universos cinematográficos de marvel y dc ,Non-depressed,15,neutral,others
" antes de la pandemia no era realmente un tipo de bidé, pero ahora tengo uno en cada silla de la casa",Non-depressed,21,neutral,others
" ahora que las cosas se abren, tengo que volver a aprender cómo actuar con otras personas o supongo que aprenderé",Non-depressed,20,neutral,others
 Le doy a un fan mi mejor consejo de ruptura en el minisodio de esta semana. Escúchalo.,Non-depressed,17,neutral,others
" wow, una vez más parece que todos los principales expertos en cambio climático sean un montón de nancys negativas",Non-depressed,19,negative,others
Busco alguna cuenta anónima en línea que tenga pensamientos sobre dogecoin. ¿Alguien puede ayudarme?,Non-depressed,14,neutral,others
 disfruta de la novela repleta de acción el diablo puede bailar ¿cómo tiene tiempo este tipo para leer las noticias?,Non-depressed,20,neutral,others
" Es triste escuchar que Bill Gate se divorciará, pero sabes que su próximo álbum será bueno.",Non-depressed,16,negative,sadness
 los multimillonarios en realidad son excelentes anfitriones de snl regresan y miran el episodio de john d rockefeller,Non-depressed,18,neutral,others
 las personas que ingresan a una sala de emergencias pero prefieren no sentarse probablemente tengan una historia de interés,Non-depressed,19,neutral,others
 en la cortina de defensa de hobis tiene tanto sentido como llamarse conan,Non-depressed,13,neutral,others
 emocionado de compartir nuestra nueva estrella original el incomparable dúo madre-hija y escuchar ahora,Non-depressed,14,positive,joy
 No he tenido un desliz freudiano en más de un año y me esforzaré mucho para no estropear esto.,Non-depressed,19,negative,others
" Lo admito, una parte de mí espera que la segunda vacuna me convierta en un apuesto supersoldado patriótico.",Non-depressed,18,neutral,others
 espero que tus areolas duras como rocas se hayan suavizado desde nuestra conversación,Non-depressed,13,neutral,others
" por primera vez en la historia, el censo de estados unidos registra un millón de presentadores de programas de entrevistas",Non-depressed,20,neutral,others
